,,Y
3386,1999.085,4139.037
3387,1089.731,4139.885
3388,1991.44,4158.931
3389,901.377,4156.654
3390,2525.549,4146.657
3391,2552.821,4157.36
3392,2727.743,4153.853
3393,2745.52,4159.855
3394,2817.052,4148.836
3395,2017.989,4146.266
3396,2029.646,4145.562
3397,1442.619,4155.715
3398,2851.645,4153.054
3399,924.286,4149.385
3400,1996.556,4146.722
3401,1306.232,4157.186
3402,943.3,4166.123
3403,2003.833,4150
3404,2870.713,4159.691
3405,2840.759,4162.187
3406,2028.665,4156.325
3407,2521.186,4168.519
3408,741.498,4170.617
3409,2002.735,4157.029
3410,915.537,4160.519
3411,2216.514,4169.956
3412,2823.855,4169.495
3413,2892.425,4165.478
3414,928.969,4162.153
3415,1670.889,4179.237
3416,2715.829,4169.46
3417,2029.904,4185.328
3418,1689.851,4165.378
3419,1681.183,4170.221
3420,1707.222,4183.206
3421,924,4168.583
3422,709.411,4179.977
3423,911.833,4172.179
3424,1284.526,4185.08
3425,1304.288,4187.889
3426,2177.02,4184.135
3427,1306.132,4173.342
3428,2836.715,4180.898
3429,2865.024,4180.961
3430,925.305,4175.708
3431,2759.355,4189.219
3432,1327.578,4188.885
3433,1693.786,4175.724
3434,2197.732,4182.417
3435,2893.359,4181.85
3436,1676.707,4178.466
3437,1299,4179.5
3438,2844.681,4199.15
3439,2718.5,4188.207
3440,923.287,4199.741
3441,1697.422,4184.797
3442,738.111,4187.208
3443,1315.212,4186.538
3444,2153.129,4200.399
3445,724.36,4188.058
3446,2882.566,4194.35
3447,755.623,4201.599
3448,2209.864,4194.768
3449,2746.999,4205.365
3450,1676.353,4212.377
3451,1304.048,4193.597
3452,728.763,4194.947
3453,1679.518,4197.784
3454,2188.135,4197.317
3455,718.991,4197.816
3456,1691,4195.206
3457,2727.618,4205.581
3458,2867.788,4204.621
3459,718.689,4209.267
3460,2425.512,4200.422
3461,737.75,4202.045
3462,2224.731,4211.17
3463,2178.271,4210.8
3464,1301.315,4212.68
3465,2396.455,4214.319
3466,2179.479,4228.167
3467,2193.508,4217.379
3468,2455.121,4224.396
3469,2427.359,4215.72
3470,561.634,4223.363
3471,2211.712,4227.961
3472,1881.102,4236.26
3473,519.694,4232.111
3474,1855.881,4228.904
3475,2410.311,4227.081
3476,1527.599,4232.718
3477,1153.066,4246.752
3478,1191.228,4238.927
3479,2401.749,4249.175
3480,337.399,4245.479
3481,1864.698,4238.629
3482,2443.64,4253.896
3483,1563.627,4251.042
3484,1538.193,4239.941
3485,1837.182,4255.572
3486,2414.862,4244.353
3487,1853.088,4245.088
3488,561.377,4252.415
3489,1183.899,4251.006
3490,1538.875,4258.188
3491,1164.944,4248.878
3492,519.448,4259.325
3493,1843.31,4247.833
3494,1870.5,4249.657
3495,2800.893,4259.385
3496,1166.396,4253.646
3497,309.315,4263.121
3498,1866.76,4260.688
3499,1520.496,4270.606
3500,2822.785,4263.572
3501,1848.167,4256.133
3502,2661.534,4271.112
3503,1174.3,4264.688
3504,2101.069,4277.227
3505,1159.4,4262.8
3506,1193,4260.591
3507,1199.188,4274.062
3508,2636.795,4268.633
3509,345.383,4270.471
3510,1857.485,4271.622
3511,2845.495,4278.069
3512,1187.635,4265.905
3513,1165.048,4278.297
3514,2074.588,4281.876
3515,2624.139,4279.334
3516,2792.575,4277.183
3517,1156.904,4292.382
3518,1190.66,4272.9
3519,1182.238,4275.811
3520,317.707,4286.525
3521,1545.486,4279.582
3522,2818.624,4291.597
3523,999.983,4286.961
3524,2834.093,4287.769
3525,1210.771,4293.47
3526,2092.729,4282.5
3527,1184.409,4284.227
3528,2320.377,4296.536
3529,2791.812,4293.229
3530,1722.326,4301.916
3531,2078.956,4291.93
3532,2664.556,4305.683
3533,971.655,4304.935
3534,2631.706,4298.171
3535,834.793,4304.08
3536,2062.871,4310.132
3537,2095.658,4298.396
3538,1957.5,4292.5
3539,2312.137,4304.722
3540,995.586,4302.293
3541,1021.208,4321.46
3542,2075.727,4303.852
3543,799.896,4316.031
3544,1007.136,4309.477
3545,1378.779,4310.765
3546,2285.848,4317.603
3547,2606.386,4316.176
3548,2801.25,4307.959
3549,2092.794,4312.882
3550,2840.906,4307.281
3551,1758.823,4324.289
3552,826.511,4315.332
3553,1736.007,4315.294
3554,2330.97,4317.074
3555,2813.476,4318.595
3556,986.153,4317.3
3557,997.455,4313.273
3558,2826.772,4326.493
3559,1407.303,4328.908
3560,2844.703,4328.202
3561,1380.565,4324.478
3562,2311.375,4325.099
3563,998.477,4326.5
3564,2351.737,4335.536
3565,149.917,4341
3566,185.001,4336.591
3567,1714.965,4344.866
3568,1726.1,4323.467
3569,839.729,4342.434
3570,815.107,4327.286
3571,977.86,4337.348
3572,1391.967,4328.467
3573,1744.276,4328.395
3574,826.044,4330.918
3575,986.033,4328.9
3576,1370.017,4347.265
3577,2294.428,4341.492
3578,1729.511,4333.19
3579,791.166,4354.848
3580,820.438,4338.997
3581,1379.54,4335.1
3582,1751.99,4337.76
3583,802.921,4340.579
3584,1740.395,4338.132
3585,1389.846,4338.5
3586,2313.746,4348.945
3587,2343.587,4354.032
3588,1401.5,4340.579
3589,1981.142,4351.345
3590,2553.179,4352.434
3591,1731.198,4344.671
3592,814.469,4348.673
3593,1386.981,4347.115
3594,1745.561,4350.93
3595,1745.825,4368.231
3596,802.891,4350.413
3597,1401.784,4351.541
3598,1599.164,4356.083
3599,654.446,4363.617
3600,1249.541,4360.367
3601,2017.643,4367.418
3602,1733.186,4359.567
3603,2521.393,4367.77
3604,137.286,4369.453
3605,1400.309,4367.88
3606,177.244,4367.592
3607,1387.963,4357.688
3608,2300.946,4368.237
3609,1211.069,4370.771
3610,1999.162,4364.206
3611,622.784,4373.937
3612,1238.354,4367.1
3613,1572.291,4377.025
3614,2566.951,4369.521
3615,1597.239,4368.837
3616,1966.011,4383.902
3617,438.794,4377.507
3618,1975.714,4371.153
3619,1988.5,4370.893
3620,2007.083,4373.542
3621,2587.253,4381.371
3622,1228.727,4371.386
3623,2553.017,4376.957
3624,1623.176,4391.258
3625,199.5,4371.5
3626,1590.078,4376.516
3627,1223.55,4379.312
3628,1240.728,4380.094
3629,1606.312,4379.865
3630,2767.235,4388.207
3631,1983.667,4381.702
3632,647.331,4397.387
3633,2002.935,4390.842
3634,1248.35,4396.88
3635,2743.467,4392.023
3636,409.946,4401.366
3637,1590.989,4389.202
3638,1600.333,4387.833
3639,612.146,4403.637
3640,1215.57,4390.588
3641,1234.315,4390.204
3642,1242.967,4388.167
3643,2535.439,4400.234
3644,2555.565,4395.529
3645,1609.826,4390.081
3646,1206.932,4402.874
3647,1588.286,4399.607
3648,445.933,4405.975
3649,1227.268,4397.647
3650,1990.416,4400.509
3651,1600.985,4395.652
3652,2578.822,4409.912
3653,1217,4398.167
3654,1586.103,4409.8
3655,2739.927,4405.493
3656,666,4401.5
3657,2782.334,4423.078
3658,1091.391,4421.546
3659,2747.975,4419.822
3660,2125.608,4428.438
3661,421.667,4426.892
3662,1050.639,4427.765
3663,2762.889,4432.801
3664,1075.118,4434.429
3665,2148.481,4436.663
3666,1062.591,4431.712
3667,2197.038,4449.758
3668,901.578,4450.533
3669,1054.447,4440.553
3670,1083.116,4457.604
3671,1815.934,4450.516
3672,2168.348,4445.882
3673,855.189,4450.64
3674,1466.245,4451.363
3675,1070.376,4451.526
3676,1035.269,4464.971
3677,1050.559,4452.9
3678,2132.227,4470.946
3679,2155.922,4454.1
3680,1441.602,4460.759
3681,1490.766,4467.581
3682,1851.885,4477.852
3683,872.5,4456.554
3684,888.259,4461.328
3685,2146.26,4461.808
3686,1826.077,4459.49
3687,2175.074,4459.335
3688,1464.083,4457.75
3689,865.57,4462.866
3690,1475.75,4460.375
3691,855.921,4462.921
3692,878.688,4463.5
3693,1839.636,4464.409
3694,1454.729,4466.071
3695,1830.447,4471.633
3696,2154.331,4471.88
3697,2181.869,4474.128
3698,1480.967,4468.7
3699,1819.731,4469.038
3700,2441.478,4476.464
3701,721.648,4481.109
3702,847.202,4488.657
3703,856.125,4470.966
3704,888.875,4471.25
3705,1473.056,4470.389
3706,869.962,4470.269
3707,880.151,4473.325
3708,896.781,4484.383
3709,1465.978,4471.109
3710,1807.694,4482.262
3711,2167.274,4483.397
3712,1840.942,4476.357
3713,1450.672,4475.144
3714,1459.167,4472
3715,2413.504,4486.203
3716,854.607,4479.5
3717,869.662,4481.104
3718,1820.488,4479.295
3719,1331.468,4487.172
3720,1462.747,4483.58
3721,1473.871,4480.065
3722,1457.003,4494.658
3723,881,4482.5
3724,2449.608,4492.506
3725,1491.5,4484.5
3726,687.321,4500.451
3727,1826.266,4492.067
3728,1840.37,4491.657
3729,2695.835,4503.923
3730,2469.705,4504.447
3731,1296.901,4509.687
3732,742.158,4513.147
3733,1327.442,4497.581
3734,1824.465,4511.151
3735,2669.673,4505.297
3736,1313.672,4503.776
3737,2430.969,4505.614
3738,525.645,4508.92
3739,708.576,4502.69
3740,2052.98,4509.95
3741,2856.256,4509.693
3742,720.367,4501.878
3743,731.387,4503.677
3744,1677.577,4512.354
3745,2086.046,4519.013
3746,2407.472,4518.485
3747,1329.597,4510.059
3748,2415.5,4504.5
3749,1341.002,4523.639
3750,2657.196,4518.384
3751,723.14,4512.86
3752,713.337,4516.1
3753,2835.857,4518.33
3754,310.194,4520.159
3755,703.246,4513.468
3756,1320.649,4518.022
3757,1309.85,4518.833
3758,2458.539,4532.715
3759,497.319,4532.346
3760,1705.299,4533.368
3761,2433.054,4523.18
3762,2062.766,4526.234
3763,2074.068,4521.784
3764,697.262,4531.482
3765,515.353,4524.412
3766,1330.978,4525.5
3767,526.149,4526.623
3768,1684.021,4524.271
3769,2036.03,4544.395
3770,2698.358,4542.232
3771,2863.493,4530.585
3772,541.924,4537.52
3773,2048.242,4530.058
3774,2672.951,4535.445
3775,1692.095,4530.179
3776,2823.428,4532.014
3777,123.5,4526.5
3778,127,4527.5
3779,1679.204,4534.444
3780,2849.289,4539.191
3781,130.5,4528.5
3782,518.017,4532.828
3783,1321.806,4534.786
3784,1663.698,4547.66
3785,2079.113,4535.242
3786,291.686,4542.176
3787,1667.395,4534.535
3788,1310.654,4546.579
3789,1309.573,4535.045
3790,325.243,4545.615
3791,1861.5,4532.5
3792,2404.465,4544.583
3793,530.667,4534.333
3794,1155.114,4544.4
3795,1674.5,4534.5
3796,1696.227,4541.487
3797,517.143,4537.714
3798,2053.64,4541.335
3799,2287.729,4544.596
3800,528.234,4544.363
3801,1670.154,4544.974
3802,2822.59,4544.869
3803,161.5,4541.5
3804,2077.903,4551.404
3805,516.458,4544.167
3806,1683.069,4551.037
3807,2044.5,4542.5
3808,1196.268,4564.079
3809,512.959,4558.529
3810,2061.288,4560.967
3811,2859.582,4562.847
3812,2828.794,4554.683
3813,2282.595,4556.253
3814,1180.402,4556.393
3815,1691.164,4559.149
3816,2841.611,4562.016
3817,1164.82,4554.42
3818,307.938,4569.151
3819,1146.471,4573.324
3820,2248.455,4571.418
3821,1163.746,4560.746
3822,1693.747,4575.75
3823,1171.239,4567.092
3824,2292.919,4566.389
3825,2311.51,4580.693
3826,1551.999,4576.694
3827,1176.976,4576.15
3828,1164.029,4574.647
3829,2269.38,4577.332
3830,1004.81,4578.741
3831,973.768,4580.619
3832,1930.979,4590.802
3833,2251.135,4592.036
3834,988.682,4585.015
3835,1171.838,4584.734
3836,1891.789,4592.72
3837,1557.819,4590.928
3838,1003.198,4590.008
3839,1176.455,4596.245
3840,2267.65,4596.411
3841,1007.362,4608.393
3842,975.939,4591.427
3843,1585.139,4605.561
3844,1914.185,4594.13
3845,965.252,4606.404
3846,1530.707,4608.201
3847,985.247,4598.308
3848,2290.431,4606.737
3849,1905.279,4599.971
3850,1928.8,4599.886
3851,974.633,4598.1
3852,994.576,4604.553
3853,1548.97,4601.939
3854,1566.377,4601.535
3855,828.974,4614.235
3856,1547.911,4606.518
3857,1895.716,4610.257
3858,1888.329,4624.358
3859,1928.807,4615.129
3860,1566.544,4611.553
3861,1543.52,4612.578
3862,1906.571,4616.714
3863,2544.724,4628.533
3864,2513.888,4620.731
3865,2149.45,4629.093
3866,1549.893,4617.393
3867,1565.938,4620.427
3868,2193.845,4631.818
3869,1378.5,4619
3870,862.279,4644.188
3871,1918.267,4630.489
3872,1563.168,4642.098
3873,1552.105,4630.916
3874,829.83,4631.491
3875,1566.125,4627.562
3876,2512.368,4634.943
3877,803.448,4648.124
3878,2773.702,4645.013
3879,2749.429,4640.415
3880,642.876,4651.464
3881,829.167,4639.019
3882,1753.05,4649.81
3883,2172.116,4640.186
3884,2510.482,4648.679
3885,841.19,4642.362
3886,818.885,4642.885
3887,829.896,4645.821
3888,2153.77,4650.004
3889,1409.321,4651.809
3890,2175.205,4653.834
3891,2543.092,4658.288
3892,2133.702,4675.957
3893,819.192,4649.077
3894,844.364,4650.955
3895,1369.421,4667.945
3896,2745.114,4656.956
3897,2140.538,4657.023
3898,839.414,4657.057
3899,825.243,4658.332
3900,625.913,4659.037
3901,793.5,4654.5
3902,1757.089,4663.378
3903,2189.595,4670.533
3904,599.41,4671.056
3905,448.398,4671.946
3906,1733.665,4674.146
3907,1406.784,4664.202
3908,1433.766,4681.939
3909,1389.747,4666.281
3910,2154.46,4670.026
3911,836.079,4665.079
3912,636.559,4667.529
3913,2745.917,4672.841
3914,2769.479,4676.933
3915,625.014,4671.894
3916,412.995,4681.251
3917,827.31,4679.07
3918,1777.937,4689.057
3919,1386.678,4674.425
3920,1403.67,4677.483
3921,1749.947,4672.237
3922,1415.725,4681.286
3923,1419.658,4692.767
3924,1256.492,4682.609
3925,1766.806,4676.167
3926,2168.101,4689.3
3927,624.791,4682.009
3928,639.26,4689.596
3929,1746.808,4678.5
3930,615.293,4681.948
3931,1380.532,4682.403
3932,1390.183,4685.829
3933,1230.728,4702.627
3934,1748.52,4692.484
3935,1766.342,4684.5
3936,601.197,4697.425
3937,2339.601,4696.069
3938,1761.591,4695.136
3939,1402.323,4695.854
3940,451.498,4703.329
3941,1258.974,4696.695
3942,1389.7,4695.033
3943,416.449,4711.748
3944,2039.325,4711.043
3945,1403.254,4711.091
3946,1746.657,4705.775
3947,2304.087,4713.474
3948,2638.433,4724.188
3949,1278.283,4722.927
3950,2348.588,4712.96
3951,2006.419,4721.713
3952,1242.688,4709
3953,2376.425,4727.668
3954,1254.476,4711.598
3955,1751.999,4720.078
3956,2612.194,4719.349
3957,2328.284,4722.637
3958,1253.242,4719.766
3959,2024.874,4719.606
3960,1243.517,4726.166
3961,1266,4717.429
3962,1075.484,4729.822
3963,2599.846,4731.169
3964,1646.5,4726.491
3965,2034.784,4727.125
3966,1043.314,4747.727
3967,2312.353,4749.33
3968,1626.243,4740.809
3969,2016.538,4732.25
3970,1666.165,4748.434
3971,2043.179,4739.46
3972,1256.074,4744.811
3973,1640.776,4736.5
3974,1650.462,4744.08
3975,2333.669,4748.357
3976,2012.319,4744.766
3977,2599.521,4748.351
3978,2623.652,4756.125
3979,904.906,4753.558
3980,2365.002,4762.326
3981,1074.663,4743.314
3982,1636.27,4745.676
3983,2023.292,4750.114
3984,2812.023,4753.214
3985,1058.21,4762.891
3986,2798.023,4759.281
3987,1066.106,4750.318
3988,1075.125,4751.525
3989,1094.149,4764.992
3990,1659.833,4751
3991,2016.099,4767.174
3992,2039.893,4759.022
3993,1083.936,4752.474
3994,1644.286,4751.714
3995,1630.532,4756.69
3996,2783.138,4764.868
3997,1653.561,4758.012
3998,1640.362,4760.132
3999,2221.622,4761.741
4000,1075.142,4765.355
4001,1085.071,4761.871
4002,1637.267,4773.983
4003,2169.362,4770.74
4004,2197.841,4766.293
4005,871.977,4779.304
4006,896.352,4771.404
4007,1647.5,4766.269
4008,2768.489,4775.537
4009,2818.655,4775.109
4010,2212.414,4777.404
4011,1478.682,4777.705
4012,1513.918,4789.086
4013,909.417,4778.233
4014,1056.982,4785.209
4015,1848.483,4782.355
4016,920.766,4799.648
4017,2795.522,4788.133
4018,2194.042,4786.962
4019,899.591,4779.409
4020,2230.307,4795.061
4021,2170.085,4795.353
4022,893.105,4792.039
4023,915.333,4785.778
4024,884.605,4786.711
4025,1503.379,4790.348
4026,2815.588,4813.097
4027,909.282,4791.3
4028,1459.692,4807.277
4029,1479.556,4799.44
4030,900.088,4789.382
4031,1493.124,4792.206
4032,2767.545,4795.146
4033,1866.583,4792.229
4034,2802.276,4807.203
4035,1472.436,4795.181
4036,884.194,4796.194
4037,1855.278,4797.478
4038,2474.603,4802.292
4039,1841.167,4796.794
4040,910.5,4799.87
4041,1829.439,4812.732
4042,2191.991,4805.333
4043,900.362,4802.363
4044,1500.242,4801.274
4045,1873.373,4802.118
4046,2531.374,4819.235
4047,881.268,4811.845
4048,2215.744,4820.766
4049,2494.436,4810.907
4050,670.71,4814.773
4051,1847.438,4807.49
4052,2779.39,4811.376
4053,1503.947,4808.974
4054,303.447,4824.969
4055,535.529,4816.638
4056,1487.819,4816.432
4057,2444.839,4826.244
4058,705.248,4814.868
4059,1498.35,4828.813
4060,2075.761,4822.579
4061,1872.974,4817.091
4062,690.25,4811.875
4063,2182.307,4821.379
4064,690.231,4818.192
4065,1855.731,4824.579
4066,507.167,4834.146
4067,278.336,4836.179
4068,718.5,4838.326
4069,683,4823.722
4070,533.179,4824.607
4071,694.1,4823.3
4072,701.278,4823.611
4073,706.783,4834.15
4074,2061.255,4832.592
4075,2482.464,4828.354
4076,2039.366,4846.911
4077,525.952,4828.403
4078,681.209,4833.43
4079,696.528,4832.372
4080,1332.23,4836.272
4081,539.08,4833.17
4082,2674.446,4840.5
4083,2692.422,4842.61
4084,2525.937,4849.502
4085,677.544,4850.104
4086,528.317,4844.933
4087,553.425,4851.31
4088,1311.432,4843.924
4089,2487.899,4845.65
4090,523.173,4843.704
4091,2072.57,4845.204
4092,2462.406,4856.478
4093,300.884,4858.284
4094,539.441,4845.471
4095,2092.522,4857.453
4096,2704.666,4858.975
4097,270.414,4867.611
4098,1289.57,4868.886
4099,2662.401,4853.346
4100,1324.976,4848.071
4101,2052.461,4858.474
4102,1339.857,4859.077
4103,2439.076,4871.845
4104,1321.783,4859.076
4105,1312.763,4854.447
4106,521.722,4863.212
4107,1155.958,4868.858
4108,1305.264,4860.545
4109,1330.914,4865.155
4110,1307.408,4871.415
4111,2062.335,4870.761
4112,2081.993,4877.288
4113,2664.537,4869.593
4114,2686.774,4876.443
4115,1324.064,4874.397
4116,2047.01,4880.265
4117,1124.987,4891.717
4118,1155.714,4883.956
4119,1316.565,4883.675
4120,1319.958,4896.988
4121,1185.886,4902.036
4122,1574.37,4890.144
4123,1542.636,4903.121
4124,1945.121,4896.684
4125,1977.883,4904.617
4126,1153.723,4897.704
4127,987.215,4903.713
4128,1170.112,4904.417
4129,1142.227,4896.136
4130,1561.549,4897.115
4131,1135.26,4899.86
4132,1573.621,4902.864
4133,1558.185,4906.062
4134,1595.843,4921.223
4135,1574.854,4909.904
4136,1141.248,4909.735
4137,1917.413,4924.81
4138,1944.841,4912.348
4139,1959.955,4908.827
4140,2318.145,4915.947
4141,822.768,4927.875
4142,2346.671,4926.548
4143,1156.262,4913.595
4144,1928.984,4913.919
4145,961.773,4927.325
4146,772.639,4931.323
4147,989.412,4920.542
4148,1586.017,4918.293
4149,1554.688,4915.312
4150,2298.755,4925.914
4151,1147.197,4926.944
4152,1575.752,4921.771
4153,1966.607,4920.438
4154,1560.049,4924.423
4155,2587.065,4937.093
4156,1937.665,4926.032
4157,1553.126,4943.826
4158,2610.897,4943.093
4159,1963.146,4935.249
4160,1006.497,4940.242
4161,975.265,4931.265
4162,1575.57,4932.886
4163,1943.319,4939.778
4164,2283.919,4953.314
4165,777.215,4948.523
4166,986.857,4933.714
4167,1966.473,4958.186
4168,2179.678,4941.685
4169,814.111,4939.946
4170,959.687,4950.901
4171,2304.178,4949.498
4172,997.561,4940.537
4173,1923.28,4964.828
4174,973.556,4943.389
4175,798.583,4944.194
4176,985.786,4943
4177,803.688,4951.896
4178,2152.008,4957.717
4179,2336.619,4961.613
4180,787.432,4950.023
4181,2581.591,4959.949
4182,614.599,4964.458
4183,2206.532,4965.539
4184,807.316,4957.374
4185,823.452,4967.486
4186,1416.268,4972.135
4187,2742.637,4964.788
4188,2763.449,4964.177
4189,2176.064,4962.421
4190,2615.14,4983.653
4191,784.275,4962.6
4192,1384.116,4967.076
4193,2081.5,4959.5
4194,2572.119,4979.231
4195,797.639,4970.889
4196,2720.223,4972.353
4197,770.921,4988.608
4198,2773.477,4975.892
4199,582.489,4983.455
4200,2192.087,4977.718
4201,2170.964,4979.597
4202,1387.324,4980.645
4203,2149.167,4990.018
4204,2735.069,4985.691
4205,1783.789,4984.36
4206,609.948,4979.718
4207,2586.232,5000.345
4208,2138.511,5004.105
4209,2712.35,4988.693
4210,633.39,4997.061
4211,1372.417,4998.061
4212,1390.227,4984.273
4213,1402.833,4983.611
4214,2743.72,4999.445
4215,418.249,4996.242
4216,595.484,4987.25
4217,1815.527,5005.597
4218,2202.077,4998.674
4219,2767.006,4995.944
4220,614.788,4988.154
4221,2165.07,4997.485
4222,1388.733,4993.058
4223,1403.25,4991.312
4224,1782.241,4997.926
4225,599.745,4996.527
4226,611.147,5000.942
4227,1797.264,4994.991
4228,1395.812,4997.25
4229,384.103,5007.806
4230,2179.552,5016.931
4231,2711.032,5002.784
4232,1398.907,5008.867
4233,1762.23,5019.125
4234,1772.704,5007.755
4235,1799.323,5005.938
4236,1251.103,5014.134
4237,407.87,5006.352
4238,2712.559,5017.011
4239,605.076,5017.159
4240,409.223,5016.536
4241,422.864,5026.584
4242,1796.789,5021.711
4243,2043.304,5030.174
4244,1779.794,5025.425
4245,2717.809,5029.845
4246,1243.836,5028.836
4247,2729.224,5039.819
4248,388.186,5037.222
4249,1211.307,5042.383
4250,2000.388,5040.952
4251,435.5,5029
4252,1238.303,5033.742
4253,1970.507,5054.716
4254,1271.396,5042.636
4255,2032.556,5038.331
4256,1257.85,5038.45
4257,1228.31,5041.321
4258,1247.435,5041.587
4259,1640.305,5046.088
4260,1253.5,5039.5
4261,1239.588,5046.603
4262,2040.129,5048.672
4263,1665.48,5065.408
4264,2020.703,5050.195
4265,1610.164,5065.885
4266,1066.01,5055.191
4267,1256.6,5048.3
4268,2442.289,5065.55
4269,1239.185,5056.711
4270,2003.788,5060.528
4271,2052.04,5062.74
4272,2062.5,5052.5
4273,1623.794,5058.003
4274,2404.903,5057.298
4275,2634.407,5066.013
4276,1638.9,5059.25
4277,1648.217,5060.483
4278,2275.5,5056.5
4279,1239.218,5073.722
4280,2019.582,5068.022
4281,1037.645,5076.938
4282,2002.7,5084.699
4283,2404.783,5068.226
4284,2037,5079.459
4285,2657.149,5084.352
4286,1072.931,5078.611
4287,1102.215,5086.651
4288,1629.17,5069.93
4289,1649.112,5070.112
4290,2621.367,5083.423
4291,1643.417,5079.729
4292,862.527,5083.254
4293,2398.928,5082.288
4294,2677.264,5098.938
4295,897.952,5095.742
4296,1635.528,5088.483
4297,2438.205,5097.97
4298,840.313,5108.316
4299,1089.983,5090.096
4300,1471.526,5089.423
4301,1478.5,5084.5
4302,1052.3,5087
4303,1452.831,5101.016
4304,2405.45,5096.55
4305,867.921,5098.155
4306,1504.673,5108.199
4307,1057.717,5093.37
4308,2609.041,5096.871
4309,1058.142,5110.88
4310,1065.184,5098.605
4311,1074.577,5098.808
4312,1464.967,5099.144
4313,1083,5099
4314,1480.462,5101.615
4315,2616.35,5109.179
4316,1059.5,5100
4317,1089.357,5100.214
4318,881.076,5106.333
4319,1069.5,5104
4320,2628.271,5119.631
4321,865.588,5109.529
4322,1468.667,5109.167
4323,1487.6,5108.7
4324,875.237,5111.184
4325,1481.844,5111.656
4326,2642.368,5127.987
4327,701.368,5125.39
4328,1475.864,5113.591
4329,2665.078,5126.95
4330,873.444,5117.639
4331,885,5116.5
4332,884.671,5137.697
4333,1835.867,5124.517
4334,862.746,5121.482
4335,1473.219,5124.485
4336,879.955,5123.636
4337,888.968,5126.435
4338,874.846,5130.654
4339,1868.119,5149.045
4340,676.498,5145.633
4341,1823.433,5136.633
4342,1835.707,5139.483
4343,707.162,5142.944
4344,1808.371,5159.642
4345,1849.83,5142.321
4346,2257.865,5149.993
4347,1823.604,5151.588
4348,691.826,5147.717
4349,2237.968,5156.043
4350,720.809,5164.811
4351,2284.996,5168.026
4352,1847.795,5156.474
4353,698.775,5158.569
4354,710.269,5156.654
4355,528.692,5167.933
4356,685.824,5157.912
4357,1847.55,5170.668
4358,684.89,5166.415
4359,2239.936,5175.022
4360,682.655,5184.873
4361,1684.276,5175.218
4362,1831.605,5176.661
4363,700.118,5171.904
4364,494.148,5184.332
4365,340.497,5182.793
4366,1292.008,5179.023
4367,687.569,5173.5
4368,1263.715,5188.468
4369,521.547,5181.253
4370,2262.345,5196.691
4371,1654.686,5206.714
4372,1676.867,5184.051
4373,1277.3,5182
4374,2475.52,5194.59
4375,1309.75,5200.485
4376,520.586,5190.349
4377,1283.375,5184.375
4378,2500.731,5208.879
4379,317.24,5200.317
4380,362.64,5207.22
4381,1694.3,5191.075
4382,533.57,5208.175
4383,1279.182,5190.864
4384,1295.5,5191.75
4385,1664.366,5193.799
4386,509.036,5192.429
4387,1679.351,5197.381
4388,1705.78,5208.343
4389,502.964,5202.887
4390,1291.306,5196.583
4391,2098.478,5200.438
4392,2430.134,5213.527
4393,521.632,5200.316
4394,1282.491,5204.449
4395,1692.331,5205.771
4396,2464.69,5212.488
4397,1268.337,5214.431
4398,1667.921,5207.202
4399,338,5205.5
4400,344.885,5206.115
4401,486.258,5222.148
4402,512.369,5210.992
4403,2111.391,5214.236
4404,1687.838,5218.218
4405,2088.639,5218.688
4406,2679.728,5221.379
4407,1675.664,5220.241
4408,332.25,5211.625
4409,330.069,5228.383
4410,344.553,5213.868
4411,2659.794,5224.226
4412,2456.575,5228.549
4413,2647.45,5223.674
4414,335.5,5218.521
4415,2069.704,5231.014
4416,1116.931,5225.545
4417,2128.981,5237.241
4418,2632.846,5227.736
4419,1148.928,5236.729
4420,1687.942,5234.119
4421,1092.14,5246.448
4422,2086.938,5241.958
4423,2481.07,5245.711
4424,1131.283,5235.891
4425,2626.463,5244.986
4426,2669.165,5245.939
4427,1119.048,5240.081
4428,2106.128,5257.486
4429,2651.625,5249.743
4430,1105.401,5244.88
4431,1131.443,5246.821
4432,1119.357,5246.964
4433,1121.069,5254.623
4434,1111.794,5261.931
4435,1132.929,5256.214
4436,1127.016,5271.187
4437,2621.681,5259.739
4438,2650.544,5268.636
4439,1525.123,5271.081
4440,956.861,5270.986
4441,1554.061,5279.951
4442,1935.199,5275.193
4443,2624.13,5276.527
4444,2666.443,5272.379
4445,2681.5,5264.5
4446,1914.79,5282.361
4447,952.669,5282.015
4448,926.84,5291.983
4449,1530.119,5283.357
4450,1541.346,5282.474
4451,2634.94,5295.086
4452,2322.182,5296.695
4453,1517.396,5286.854
4454,942.296,5289.214
4455,968.913,5303.532
4456,1510.591,5301.063
4457,1951.364,5292.926
4458,1544.909,5290.864
4459,1936.789,5297.781
4460,949.185,5300.568
4461,958.571,5297.586
4462,1970.787,5312.877
4463,1522.312,5296.875
4464,940.713,5299.436
4465,1529.003,5307.54
4466,1543,5302.887
4467,1391.487,5303.869
4468,1921.14,5306.042
4469,2371.555,5320.105
4470,1541.77,5319.459
4471,2337.939,5312.777
4472,956.5,5305.5
4473,1354.098,5322.498
4474,788.736,5321.297
4475,937.832,5323.227
4476,1370.243,5314.271
4477,1936.013,5315.872
4478,940.986,5311.122
4479,952.038,5312.238
4480,1406.683,5329.914
4481,1383,5312
4482,1390.24,5315.16
4483,1955.255,5329.664
4484,1750.85,5328.79
4485,1397.5,5319
4486,1797.339,5332.715
4487,1383.5,5321
